Activity Sol,Location,Feature,Target Name,Target Type,Site,Drive,x,y,z,u,v,w,Image ID,i,j,Target Notes
239,Endurance Crater,Ellesmere,Target4,Rock,35,206,-3.84491,-5.23304,-1.9982,0.008195,0.565571,-0.824291,1F149324348EFF35CYP1214L0M1,514,380,
240,Endurance Crater,Ellesmere,Barbeau3,Rock,35,206,-3.97761,-5.4357,-2.07216,-0.500001,-0.492973,-0.712023,1F149324348EFF35CYP1214L0M1,545,507,
241,Endurance Crater,Ellesmere,Brad's_C,Rock,35,206,-3.90356,-5.41333,-2.10213,-0.208691,0.331233,-0.920181,1F149324348EFF35CYP1214L0M1,501,453,
241,Endurance Crater,Ellesmere,Brad's_E,Rock,35,206,-3.96764,-5.31945,-2.0368,-0.288625,0.368394,-0.883731,1F149324348EFF35CYP1214L0M1,569,444,
241,Endurance Crater,Ellesmere,Tuck1,Rock,35,206,-3.74985,-5.1994,-1.97551,0.263915,0.467678,-0.843579,1F149324348EFF35CYP1214L0M1,470,352,
244,Endurance Crater,Millstone,Llangollen,Soil,36,0,-0.696683,0.639318,0.224194,0.165167,0.279368,-0.945469,1F149672978FFL3600P1214L0M1,521,592,
244,Endurance Crater,Millstone,Lyneal2,Soil,36,0,-0.4742,0.578449,0.229707,0.134233,0.269257,-0.953668,1F149672978FFL3600P1214L0M1,451,685,
244,Endurance Crater,Endurance Crater,Platt_Lane,Soil,36,0,-0.75784,0.656821,0.223018,0.190281,0.26762,-0.944116,1F149672978FFL3600P1214L0M1,533,575,
246,Endurance Crater,Rocknest,Void,Soil,36,20,-3.457,5.036,0.936,0.124032,0.183047,-0.975249,1F149851956FFL3620P1214L0M1,546,635,
257,Endurance Crater,Endurance Crater,Tlicho2,Soil,36,183,-22.4998,10.048,-3.02269,0.337781,0.040962,-0.940312,1F150910785FFL36CBP1214L0M1,531,505,
258,Endurance Crater,Wopmay,Hiller,Rock,36,193,-22.1614,10.4809,-3.20526,0.311292,-0.791291,-0.526267,1F151002273FFL36CLP1214L0M1,525,372,
258,Endurance Crater,Wopmay,Jenny,Rock,36,193,-22.2623,10.5752,-3.34382,0.293631,-0.679125,-0.672733,1F151002273FFL36CLP1214L0M1,601,312,
258,Endurance Crater,Wopmay,Otter,Rock,36,193,-22.1887,10.5168,-3.25945,0.18143,-0.717991,-0.671991,1F151002273FFL36CLP1214L0M1,548,347,
259,Endurance Crater,Wopmay,Jet_Ranger2,Rock,36,193,-22.3512,10.5208,-3.27534,0.054097,-0.698587,-0.713477,1F151002273FFL36CLP1214L0M1,621,370,
262,Endurance Crater,Wopmay,Hercules,Rock,36,193,-22.0776,10.6295,-3.33373,0.395088,-0.591981,-0.70247,1F151002273FFL36CLP1214L0M1,520,274,
282,Endurance Crater,Endurance Crater,Wanganui,Rock,37,515,-23.1301,11.135,-6.14932,0.491872,0.07137,-0.867771,1F152866678FFL37LJP1214L0M1,549,638,
305,Endurance Crater,Black_Cow,Contact,Rock,38,275,19.616,-36.968,-1.218,0.206024,0.316037,-0.926107,1F155177302FFL38EVP1214L0M1,526,484,
305,Endurance Crater,Black_Cow,Wharenhui,Rock,38,275,19.68,-36.935,-1.165,0.543189,0.334116,-0.770268,1F155177302FFL38EVP1214L0M1,531,511,
305,Endurance Crater,Black_Cow,Paikea,Rock,38,275,19.564,-37,-1.238,0.22797,0.23097,-0.945877,1F155177302FFL38EVP1214L0M1,524,472,
310,Endurance Crater,Black_Cow,Kahu,Rock,38,275,19.75417,-36.73235,-1.05718,0.431772,0.326792,-0.840702,1F155177302FFL38EVP1214L0M1,472,587,
310,Endurance Crater,Black_Cow,Pohutu_Too,Rock,38,275,19.7962,-36.7389,-1.03155,0.379017,0.286728,-0.880147,1F155177302FFL38EVP1214L0M1,485,607,
311,Endurance Crater,Black_Cow,Pohutu,Rock,38,275,19.84537,-36.74228,-1.02093,0.477319,0.237639,-0.845987,1F155177302FFL38EVP1214L0M1,501,626,
319,Endurance Crater,None,1A,Soil,39,40,-1.43058,-13.4806,1.68319,0.062683,-0.069864,-0.995414,1F156327702FFL3940P1214L0M1,467,482,
319,Endurance Crater,None,2A,Soil,39,40,-1.52756,-13.6208,1.6981,-0.00865,-0.060466,-0.998222,1F156327702FFL3940P1214L0M1,477,521,
334,Near Heatshield,Flankshield,Left_Edge_to_Right_Edge,Heatshield,40,144,-118.913,14.057,0.349,0.107041,0.971372,0.212081,1F157664745FFL40B8P1214L0M1,704,509,
334,Near Heatshield,Flankshield,Upper_Left_Edge,Heatshield,40,144,-119.45744,13.741034,0.24054706,-0.365,0.2325,-0.902,1F157664745FFL40B8P1214L0M1,453,366,
334,Near Heatshield,Flankshield,Upper_Right_Edge,Heatshield,40,144,-119.41133,13.744606,0.2269651,-0.2942,0.1924,-0.93619,1F157664745FFL40B8P1214L0M1,470,362,
337,Near Heatshield,Flankshield,Strawman,Heatshield,40,144,-119.323,13.736,0.202,-0.02301,0.310135,-0.950414,1F157664745FFL40B8P1214L0M1,508,353,
341,Near Heatshield,Heat_Shield_Rock,Edge,Rock,40,202,-109.919,11.199,-0.079,-0.543203,-0.702262,-0.460172,1F158366661FFL40CUP1214L0M1,469,252,
347,Near Heatshield,Heat_Shield_Rock,Squidward,Rock,40,233,-104.071117,9.185458,0.30321,-0.132308,0.328286,-0.935266,1F158910467FFL40DPP1214L0M1,542,507,
348,Near Heatshield,Heat_Shield_Rock,Heat_Shield_Rock,Rock,40,233,-103.862,9.15096,0.244723,-0.271907,0.613826,-0.741137,1F158910467FFL40DPP1214L0M1,657,485,
352,Near Heatshield,Heat_Shield_Rock,Patrick,Rock,40,233,-103.933,9.184,0.252,0.246782,0,-0.969071,1F158910467FFL40DPP1214L0M1,620,495,
352,Near Heatshield,Heat_Shield_Rock,Plankton,Rock,40,233,-104.038,9.197,0.305,-0.132051,0.328126,-0.935359,1F158910467FFL40DPP1214L0M1,559,513,
356,Near Heatshield,Flankshield,Heat_Shield,Heatshield,40,265,-109.935,10.967,-0.12,-0.919768,-0.335915,-0.202949,1F159609535FFL40ELP1214L0M1,547,208,
367,Plains,Trench_Wall,Dr._Bob,Trench,42,217,-3.062,0.32,0.249,0.677197,0.532155,-0.508148,1F160676950FFL42D9P1214L0M1,515,500,
367,Plains,Trench_Floor,Left_of_Peanut,Trench,42,217,-3.094,0.589,0.282,0.045535,-0.313052,-0.948644,1F160676950FFL42D9P1214L0M1,417,541,
368,Plains,Trench_Ripple,Ripple_Crest2b,Trench,42,217,-3.1476,0.288755,0.212241,-0.044442,0.064638,-0.997009,1F160676950FFL42D9P1214L0M1,507,471,
369,Plains,Trench_Ripple,Caviar,Trench,42,217,-3.212,0.395,0.233,0.049987,0,-0.99875,1F160676950FFL42D9P1214L0M1,464,478,
369,Plains,Trench_Ripple,Ripple_Crest,Trench,42,217,-3.151398,0.296738,0.214941,-0.06422,0.148849,-0.98661,1F160676950FFL42D9P1214L0M1,504,472,
372,Plains,Trench,Scuffy,Trench,42,226,-2.956,0.99,0.251,-0.046013,-0.036011,-0.998292,1F161126855FFL42DIP1214L0M1,529,520,
380,Plains,Russet,Bridge_of_Nose,Rock,43,3,-1.108,0.345,0.241,0.182919,-0.070968,-0.980563,1F161834289FFL4303P1214L0M1,535,491,
381,Plains,Russet,Eye,Rock,43,3,-1.16329,0.36892,0.23697,-0.014548,0.126063,-0.991916,1F161834289FFL4303P1214L0M1,532,476,
392,Naturaliste Crater,Normandy,Omaha,Rock,47,5,-0.76386,-1.46078,0.44855,-0.05564,-0.265919,-0.962388,1F162811225FFL4705P1214L0M1,467,543,
400,Plains,Yuri,Laika,Soil,50,0,-0.81,0.78,0.3,0.204911,0.019991,-0.978576,1F163604383FFL5000P1214L0M1,567,510,
400,Plains,Yuri,Gagarin,Rock,50,0,-0.886,0.598,0.276,0.204911,0.019991,-0.978576,1F163604383FFL5000P1214L0M1,651,531,
404,Plains,Gagarin,Yuri,Rock,50,0,-0.886,0.598,0.276,0.204911,0.019991,-0.978576,1F163604383FFL5000P1214L0M1,651,531,
415,Plains,Matt's_Ripple,Mobarak,Soil,52,0,-0.557,-1.012,0.254,-0.058,0.063,-0.996,1F164952328FFL5200P1214L0M1,615,512,
419,Plains,Ripple,Norooz,Soil,52,8,-3.642,-6.502,-0.133,-0.051995,0.073993,-0.995902,1F165295633FFL5208P1214L0M1,514,558,
420,Plains,Ripple,Mayberooz,Soil,52,8,-3.61718,-6.58909,-0.12718,-0.112447,-0.115117,-0.986967,1F165295633FFL5208P1214L0M1,543,540,
443,Plains,Recovery_Soil,Cure,Soil,55,136,-74.9203,2.55271,-0.587614,-0.004362,-0.075229,-0.997158,1F167164642FFL55B0P1214L0M1,511,547,
498,Plains,North_Dune,New_Face,Soil,55,870,-150.182,13.394,-4.98,0.024004,0.105019,-0.99418,1F172218573FFL55VEP1214L0M1,386,505,
498,Plains,North_Dune,New_Crest,Soil,55,870,-150.33,13.274,-4.968,0.061011,-0.782139,-0.62011,1F172218573FFL55VEP1214L0M1,449,541,
498,Plains,North_Dune,New_Track,Soil,55,870,-150.302,13.139,-4.917,0.05595,0.149867,-0.987122,1F172218573FFL55VEP1214L0M1,431,611,
505,Plains,Purgatory,Old_Track,Soil,55,888,-151.25458,13.34854,-4.90485,-0.09774,0.07186,-0.992614,1F172838021FFL55VWP1214L0M1,660,683,
505,Plains,Purgatory,Through_Plain,Soil,55,888,-151.40933,13.7616,-4.86547,-0.010161,0.082561,-0.996534,1F172838021FFL55VWP1214L0M1,532,517,
507,Plains,Purgatory,Flank1,Soil,55,896,-152.056,14.107,-4.887,0.082024,-0.026008,-0.996291,1F173104125FFL55W4P1214L0M1,708,509,
507,Plains,Purgatory,Track2,Soil,55,896,-151.75,14.33,-4.84,,,,1F173104125FFL55W4P1214L0M1,542,518,
510,Plains,Purgatory,Cleat_Tab,Soil,55,896,-151.99,14.2,-4.89,,,,1F173104125FFL55W4P1214L0M1,658,496,
510,Plains,Purgatory,Torment_Track,Soil,55,896,-151.83,14.47,-4.86,,,,1F173104125FFL55W4P1214L0M1,532,470,
544,Plains,Ice_Cream,Cone,Rock,58,47,-8.8146,0.51063,0.03929,0.181424,0.102503,-0.978048,1F176395707FFL5847P1214L0M1,455,614,
544,Plains,Ice_Cream,One_Scoop,Rock,58,47,-8.89198,0.47572,0.02805,-0.006999,0.033836,-0.999403,1F176395707FFL5847P1214L0M1,468,572,
551,Plains,Cobbles,Arkansas,Rock,58,212,-35.39,-3.249,-0.416,-0.246082,-0.214071,-0.945313,1F177011270FFL58D4P1214L0M1,612,617,
551,Plains,Cobbles,Reiner_Gamma,Soil,58,212,-35.607,-3.059,-0.409,-0.044986,-0.023993,-0.998699,1F177011270FFL58D4P1214L0M1,455,599,
554,Plains,Cobbles,Perseverance,Rock,58,212,-35.644,-3.313,-0.424,-0.007001,-0.042004,-0.999093,1F177011270FFL58D4P1214L0M1,539,522,
556,Plains,Fruit_Basket,Lemon_Rind,Rock,58,226,-37.817,-3.399,-0.442,-0.046023,-0.104053,-0.993506,1F177458140FFL58DIP1214L0M1,595,613,
558,Plains,Fruit_Basket,Strawberry,Rock,58,226,-37.776,-3.311,-0.441,0.078988,-0.007999,-0.996844,1F177458140FFL58DIP1214L0M1,568,654,
593,Plains,Elephant,Penguin,Rock,62,0,-1.18456,0.11961,0.2137,0.00642,0.011059,-0.999918,1F180739227FFL6200P1214L0M1,589,497,
594,Plains,Deception,Kendall,Rock,62,0,-0.725751,0.022754,0.226233,0.410727,-0.156783,-0.89742,1F180739227FFL6200P1214L0M1,636,698,
633,Plains,Olympia,Kalavrita,Rock,64,0,-0.292,-0.815,0.171,0.106027,0.194049,-0.975245,1F184293432FFL6400P1214L0M1,577,602,
638,Plains,Olympia,Lasithi,Soil,64,0,-0.162246,-0.597214,0.198857,0.174502,0.027954,-0.984236,1F184293432FFL6400P1214L0M1,635,796,
638,Plains,Olympia,Ziakas,Rock,64,0,-0.386,-0.701,0.161,0.103969,-0.107968,-0.988703,1F184293432FFL6400P1214L0M1,503,634,
641,Plains,Olympia,Antistasi,Rock,64,44,-5.044,-0.034,0.216,,,,1F184917309FFL6444P1214L0M1,413,555,
649,Plains,Olympia,Heber,Rock,64,159,-5.20991,-13.23602,-0.08149,0.05432,0.222641,-0.973386,1F185446822FFL64BNP1214L0M1,597,666,
649,Plains,Olympia,Jerome,Rock,64,159,-5.4957,-13.27005,-0.10531,0.222612,-0.192095,-0.955795,1F185446822FFL64BNP1214L0M1,503,553,
671,Plains,Olympia,Williams,Rock,64,472,-56.25195,-10.76943,-0.15482,0.406848,0.249979,-0.878627,1F185986495FFL64KCP1214L0M1,500,491,
679,Plains,Rimrock,Ted,Rock,64,472,-56.342,-10.93,-0.189,0.12901,-0.084007,-0.988079,1F185986495FFL64KCP1214L0M1,511,446,
686,Plains,Rimrock,Hunt,Rock,64,472,-56.256,-10.989,-0.185,0.203908,-0.198911,-0.95857,1F185986495FFL64KCP1214L0M1,550,448,
708,Plains,Overgaard,Scotch,Rock,64,488,-55.763,-11.574,-0.134,0.114679,0.203986,-0.972234,1F190953090FFL64KSP1214L0M1,390,510,
713,Plains,Overgaard,Bourbon,Rock,64,488,-55.632,-11.622,-0.122,0.249053,0.443095,-0.861185,1F190953090FFL64KSP1214L0M1,445,507,
714,Plains,Overgaard,Scotch_Mod,Rock,64,488,-55.763,-11.574,-0.134,0.114679,0.203986,-0.972234,1F190953090FFL64KSP1214L0M1,390,510,
715,Plains,Overgaard,Branchwater,Rock,64,488,-55.6681,-11.6127,-0.122953,0.127896,0.208524,-0.970339,1F190953090FFL64KSP1214L0M1,431,508,
719,Plains,Overgaard,Don_Giovanni,Rock,64,492,-55.554,-11.875,-0.134,0.067007,0.106011,-0.992105,1F191836981FFL64KWP1214L0M1,483,501,
719,Plains,Overgaard,Nachtmusik,Rock,64,492,-55.468,-11.821,-0.124,0.265047,0.011002,-0.964173,1F191836981FFL64KWP1214L0M1,512,518,
721,Plains,Overgaard,Salzburg,Rock,64,492,-55.541,-11.845,-0.119,0.104965,0.086971,-0.990666,1F191836981FFL64KWP1214L0M1,486,512,
726,Plains,Roosevelt,Rough_Rider,Rock,64,520,-54.168,-7.127,0.093,0.265888,-0.265888,-0.92661,1F192547010FFL64LOP1214L0M1,561,483,
727,Plains,Roosevelt,Bull_Moose,Rock,64,520,-54.27882,-7.1865,0.09334,0.023374,-0.377314,-0.92579,1F192547010FFL64LOP1214L0M1,609,484,
727,Plains,Plains,Fala,Soil,64,520,-54.35041,-7.24581,0.09741,-0.11507,-0.245984,-0.962419,1F192547010FFL64LOP1214L0M1,646,490,
727,Plains,Plains,Panama_Canal,Soil,64,520,-53.8479,-6.99555,0.121138,0.094555,0.007551,-0.995307,1F192547010FFL64LOP1214L0M1,435,496,
732,Plains,Bellmont,Chaco,Rock,64,597,-57.308,-11.546,-0.255,0.034994,0.438923,-0.897843,1F193087866FFL64NTP1214L0M1,492,585,
732,Plains,Bellmont,Tara,Rock,64,597,-57.204,-11.469,-0.271,0.122981,0.484925,-0.865866,1F193087866FFL64NTP1214L0M1,549,568,
732,Plains,Bellmont,Vicos,Rock,64,597,-57.05233,-11.51721,-0.24519,0.256112,0.384808,-0.886752,1F193087866FFL64NTP1214L0M1,565,532,
733,Plains,Bellmont,Verdun,Rock,64,597,-57.11535,-11.42276,-0.24586,0.22791,0.322283,-0.918798,1F193087866FFL64NTP1214L0M1,586,561,
791,Plains,Plains,Buffalo_Springs,Rock,68,685,-112.23,13.45,-0.183,-0.113999,-0.136999,-0.98399,1F198230314FFL68Q9P1214L0M1,599,515,
804,Plains,Default,Brookville,Rock,69,739,-92.218,59.84,-0.253,0.001,0.118002,-0.993013,1F199470660FFL69RRP1214L0M1,576,538,
811,Plains,Ripple,Fort_Sumner,Soil,69,1361,-177.22,115.77,-1.29,,,,1F200093947FFL69__P1214L0M1,526,504,
811,Plains,Ripple,Pecos_River,Soil,69,1361,-177.245,115.551,-1.32193,0.016867,0.22316,-0.97469,1F200093947FFL69__P1214L0M1,531,453,
818,Plains,Pueblo_Loco,Cheyenne,Rock,70,878,-126.005,39.628,1.471,0.178976,0.043994,-0.982869,1F200714054FFL70VMP1214L0M1,483,494,
825,Plains,Shawnee_Trail,Alamogordo_Creek,Soil,71,0,0.819,-0.704,0.274,0.072015,-0.111023,-0.991205,1F201250598FFL7100P1214L0M1,599,535,
826,Plains,Shawnee_Trail,Grenada,Soil,71,0,0.576,-0.583,0.248,-0.115019,0.020003,-0.993162,1F201250598FFL7100P1214L0M1,573,626,
879,Plains,Plains,Westport,Soil,74,135,-25.587,0.421,0.521,-0.112028,0.030008,-0.993252,1F206130045FFL74AZP1214L0M1,613,551,
880,Plains,Plains,Fort_Graham,Soil,74,135,-25.538,0.643,0.455,-0.026988,-0.126941,-0.991543,1F206130045FFL74AZP1214L0M1,656,481,
886,Plains,Plains,Ignatius,Soil,74,576,-91.876,29.418,0.192,0.037013,0.077026,-0.996342,1F206751421FFL74N8P1214L0M1,438,529,
886,Plains,Jesse_Chisholm,Haiwassee,Soil,74,576,-91.789,29.345,0.193,0.221987,-0.196988,-0.954944,1F206751421FFL74N8P1214L0M1,462,558,
886,Plains,Jesse_Chisholm,Joseph_McCoy,Soil,74,576,-92.099,29.377,0.166,0.118987,-0.001,-0.992895,1F206751421FFL74N8P1214L0M1,469,474,
893,Plains,Beagle,Baltra,Rock,74,857,-65.43,77.735,1.074,-0.048979,0.127945,-0.990571,1F207286840FFL74V1P1214L0M1,535,521,
910,Plains,Plains,Isabella,Soil,74,1245,-79.67,86.83,-0.019,-0.03999,0.205946,-0.977746,1F208882883FFL748BP1214L0M1,480,469,
910,Plains,Plains,Marchena,Soil,74,1245,-79.653,86.828,-0.019,-0.045016,0.192068,-0.980349,1F208882883FFL748BP1214L0M1,485,471,
924,Plains,Plains,Hall,Soil,75,1269,-190.984,131.74,-0.141,-0.035013,0.007003,-0.999362,1F209770154FFL758ZP1214L0M1,425,516,
924,Plains,Plains,Hawkins,Soil,75,1269,-191.51,131.672,-0.131,-0.133661,0.107919,-0.985134,1F209770154FFL758ZP1214L0M1,632,518,
924,Plains,Trench,Powell,Trench,75,1269,-191.267,131.654,-0.117,-0.100984,0.009998,-0.994838,1F209770154FFL758ZP1214L0M1,540,536,
924,Plains,Plains,Sumner,Trench,75,1269,-191.251,131.754,-0.12,-0.147957,-0.27592,-0.949725,1F209770154FFL758ZP1214L0M1,527,509,
928,Plains,Trench,Powell's_Brother,Trench,75,1269,-191.378,131.732,-0.141,0.10362,-0.205209,-0.973217,1F209770154FFL758ZP1214L0M1,576,505,
939,Plains,Emma_Dean_Crater,Cape_Faraday,Rock,75,1775,-272.143,193.709,0.257,-0.024,0.221,-0.975,1F211277629FFL75__P1214L0M1,615,590,
961,Plains,Fogo,Cha,Rock,76,664,9.03,105.49,4.35,0,0,0,1F213321408FFL76POP1214L0M1,565,531,
1035,Victoria Crater Rim,Victoria Crater Rim,Rio_de_Janeiro,Rock,77,843,62.712672,37.383444,1.966046,-0.143997,-0.044458,-0.988579,1F219978595FFL77UNP1214L0M1,602,518,
1045,Victoria Crater Rim,Victoria Crater Rim,Santa_Catarina,Rock,78,0,-0.51,0.61,0.26,0.339616,-0.459724,-0.820558,1F220603153FFL7800P1214L0M1,542,624,
1069,Victoria Crater Rim,Victoria Crater Rim,Autoplace,Soil,78,866,33.2,61.07,1.93,,,,1F223086936FFL78VAP1211L0M1,465,527,
1102,Victoria Crater Rim,Cape_of_Good_Hope,Donut,Rock,79,1247,2.08,114.84,1.08,0.04,0.11,-0.99,1F225845212FFL798DP1214L0M1,553,586,
1135,Victoria Crater Rim,Cape_of_Good_Hope,Salamanca,Soil,81,210,-3.2495,11.8578,0.234,0.009,0.0079,-0.999928,1F228859341FFL81D2P1214L0M1,545,549,
1135,Victoria Crater Rim,Cape_of_Good_Hope,Sevilla,Soil,81,210,-3.31,11.766,0.233,0.004001,-0.061008,-0.998129,1F228859341FFL81D2P1214L0M1,518,521,
1139,Victoria Crater Rim,Cape_of_Good_Hope,Palencia,Soil,81,399,7.8579,46.3162,0.3692,0.063798,-0.0014,-0.997962,1F229125433FFL81IBP1214L0M1,539,509,
1139,Victoria Crater Rim,Cape_of_Good_Hope,Pontevedra,Soil,81,399,7.9429,46.2993,0.3652,-0.0317,-0.0022,-0.999495,1F229125433FFL81IBP1214L0M1,560,528,
1145,Victoria Crater Rim,Cape_of_Good_Hope,Alicante,Soil,81,611,-17.8613,56.2648,0.6437,-0.124194,-0.581571,-0.80396,1F229656281FFL81O7P1214L0M1,529,500,
1148,Victoria Crater Rim,Cape_of_Good_Hope,Alicante2,Soil,81,611,-17.847,56.256,0.664,0,0.099999,-0.994988,1F229656281FFL81O7P1214L0M1,523,506,
1166,Victoria Crater Rim,Victoria Crater Rim,Viva_La_Rata,Rock,82,1055,7.405,-122.909,0.184,-0.006003,-0.032015,-0.999469,1F231521687FFL820TP1214L0M1,417,528,
1176,Victoria Crater Rim,Cercedilla,Penota,Rock,82,1316,5.104,-156.438,-0.349,0.264617,-0.370073,-0.890519,1F232495596FFL82__P1214L0M1,547,546,
1216,Victoria Crater Rim,Victoria Crater Rim,Sami_Kai,Soil,85,721,-61.592,-16.581,0.615,-0.001,-0.013999,-0.999902,1F236135507FFL85R9P1211L0M1,530,491,
1311,Victoria Crater,Steno,Steno,Rock,87,0,-0.89,0.18,0.3,-0.205629,0.337818,-0.918475,1F244038572FFL8700P1214L0M1,475,566,
1322,Victoria Crater,Steno,Hall,Rock,87,36,-0.02,-0.266,0.172,0,0.434299,-0.900769,1F245462929FFL8736P1214L0M1,430,532,
1332,Victoria Crater,Smith,Smith,Rock,87,88,-0.11,2.05,1.02,-0.089982,0.30894,-0.946815,1F246174009FFL8788P1214L0M1,583,515,
1359,Victoria Crater,Smith,Smith2,Rock,87,88,-0.028,2.088,1.021,-0.089982,0.30894,-0.946815,1F246174009FFL8788P1214L0M1,552,521,
1384,Victoria Crater,Lyell,Lyell1,Rock,88,0,0.183,0.926,0.522,0,0.299072,-0.95423,1F250875277FFL8800P1214L0M1,531,531,
1395,Victoria Crater,Lyell,Lyell2,Rock,88,0,0.42,0.85,0.47,0.02,0.32,-0.95,1F250875277FFL8800P1214L0M1,420,541,
1397,Victoria Crater,Lyell,Lyell3,Rock,88,0,0.19,0.71,0.42,0.01,0.47,-0.88,1F250875277FFL8800P1214L0M1,511,614,
1409,Victoria Crater,Smith,Smith3,Rock,88,26,-1.03,0.083,0.35,0.052001,0.197005,-0.979023,1F252647608FFL8826P1214L0M1,513,535,
1411,Victoria Crater,Lyell,Lyell4,Rock,88,0,-1.025,0.148,0.384,0.041516,0.405037,-0.913357,1F252647608FFL8826P1214L0M1,489,529,
1414,Victoria Crater,Lyell,Lyell5,Rock,88,26,-1.014,0.029,0.33,0.014003,0.343074,-0.939204,1F252647608FFL8826P1214L0M1,529,546,
1421,Victoria Crater,Lyell,Lyell6,Rock,88,84,-0.586,4.959,1.881,-0.15,0.329105,-0.932296,1F254068555FFL8884P1214L0M1,428,512,
1422,Victoria Crater,Lyell,Buckland,Rock,88,84,-0.586,4.959,1.881,-0.154913,0.195034,-0.968485,1F254068555FFL8884P1214L0M1,428,512,
1443,Victoria Crater,Lyell,Exeter,Rock,88,115,-1.571,5.489,2.108,-0.153008,0.272015,-0.950051,1F256109062FFL88AFP1214L0M1,438,565,
1456,Victoria Crater,Glibert,Gilbert_A,Rock,88,138,-1.67,7.03,2.51,-0.113016,0.248035,-0.962136,1F256916656FFL88B2P1214L0M1,512,501,
1457,Victoria Crater,Glibert,Dorsal,Rock,88,138,-1.59,7.06,2.5,-0.219027,0.139381,-0.965712,1F256916656FFL88B2P1214L0M1,482,497,
1461,Victoria Crater,Glibert,Dorsal_New,Rock,89,0,-0.15,1.1,0.53,-0.219,0.139,-0.966,1F257885431FFL8900P1214L0M1,484,500,
1463,Victoria Crater,Glibert,Dorsal_Tail,Rock,89,0,-0.14,1.08,0.53,,,,1F256916656FFL88B2P1214L0M1,482,505,
1475,Victoria Crater,Glibert,Gilbert_RAT,Rock,89,0,-0.21,1.12,0.55,-0.11957,0.179355,-0.976491,1F257885431FFL8900P1214L0M1,503,493,
1642,Victoria Crater,Rim,Victoria_Ripple_Soil,Soil,90,653,-15.484,-13.896,-3.366,-0.018,0.32,-0.9472,1F273870775FFL90PDP1212L0M1,481,547,
1714,Plains,Crete,Santorini,Rock,94,138,-25.076,-7.648,0.403,0.062,-0.588,-0.806,1F280263886FFL94B2P1201L0M1,462,497,
1747,Plains,Crete,Santorini2,Rock,94,138,-25.044,-7.617,0.39,0.465908,0.003999,-0.884824,1F280263992FFL94B2P1214L0M1,463,506,
1751,Plains,Crete,Crete,Rock,94,147,-25.554,-8.276,0.482,,,,1F283369180FFL94BBP1214L0M1,475,525,
1751,Plains,Crete,Candia,Rock,94,147,-25.54,-8.286,0.464,0.001,-0.003,-0.999995,1F283369180FFL94BBP1214L0M1,481,520,
1755,Plains,Crete,Minos,Soil,94,147,-25.475,-8.189,0.455,-0.024007,-0.10403,-0.994284,1F283369180FFL94BBP1214L0M1,475,555,
1826,Plains,Cook_Island,Cook_Island,Rock,99,244,-6.288502,5.889614,-0.273007,-0.049181,0.019324,-0.998602,1F290205554FFL99E0P1214L0M1,476,478,
1829,Plains,Cook_Island,Penrhyn_Island,Rock,99,244,-6.288502,5.889614,-0.273007,-0.049181,0.019324,-0.998602,1F290205432FFL99E0P1151L0M1,476,478,
1833,Plains,Cook_Island,Penrhyn,Rock,99,244,-6.235,5.838,-0.275,-0.033994,0.071987,-0.996826,1F290205554FFL99E0P1214L0M1,477,494,
1833,Plains,Cook_Island,Takutea,Rock,99,244,-6.168,5.767,-0.288,-0.032998,0.094993,-0.994931,1F290205554FFL99E0P1214L0M1,481,516,
1840,Plains,Cook_Island,Ross,Rock,99,244,-6.256,5.857,-0.281,-0.038985,0.084968,-0.995621,1F290205554FFL99E0P1214L0M1,477,486,
1840,Plains,Cook_Island,Tweed,Rock,99,244,-6.256,5.857,-0.281,-0.038985,0.084968,-0.995621,1F290205554FFL99E0P1214L0M1,477,486,
1879,Plains,Pebble_Patch,Tilos_Kos,Rock,100,1625,-432.819,-70.898,-4.159,,,,1F294814726FFLA0__P1214L0M1,486,624,
1879,Plains,Pebble_Patch,Rhodes,Rock,100,1625,-432.855,-70.967,-4.154,,,,1F294815312FFLA0__P1211L0M1,482,592,
1881,Plains,Pebble_Patch,Tilos,Rock,100,1625,-432.819,-70.898,-4.159,,,,1F294814726FFLA0__P1214L0M1,486,624,
1886,Plains,Pebble_Patch,Kasos,Rock,100,1660,-438.43,-71.835,-3.84,0.391978,0.304983,-0.867951,1F295436891FFLA0__P1214L0M1,481,537,
1918,Plains,Plains,Ios,Soil,103,12,0.2,0.72,0.25,0.078985,-0.274593,-0.958311,1F298194522FFLA312P1252L0M1,484,672,
1925,Plains,Plains,Tinos,Rock,103,322,-65.6,-3.95,-1.35,-0.043969,-0.125683,-0.991096,1F298896453FFLA3G6P1214L0M1,477,764,
1931,Plains,Brigantine,Absecon,Rock,103,656,-128.479,-11.445,-2.464,-0.044001,0.001,-0.999031,1F299784719FFLA3PGP1110L0M1,477,494,
1932,Plains,Brigantine,Little_Beach,Soil,103,656,-128.51,-11.44,-2.49,,,,1F299784719FFLA3PGP1110L0M1,474,480,
1933,Plains,Brigantine,Little_Beach4,Soil,103,656,-128.55,-11.44,-2.48,,,,1F299784719FFLA3PGP1110L0M1,475,475,
1963,Plains,Block_Island,New_Shoreham,Rock,105,144,-24.938,-5.808,0.544,0.414962,0.133988,-0.899919,1F302278340FFLA5B8P1214L0M1,471,466,
